Wort,Anzahl
5.5,4
5.52,1
5.53,2
5.54,1
5.57,4
5.6,3
5.62,2
5.64,1
5.65,1
5.67,1
5.68,1
5.74,1
5.78,1
5.79,1
5.8,1
5.82,1
5.82.91,1
5.83,1
5.85,2
5.88.22,1
5.93,2
5.93.07,1
5.94,1
5.96,2
5.97,1
50,4
50.05,1
50.24m187,1
50.25c230.2,1
50.25c739.22,1
50.57.53,1
50.58,1
50.62zm835.62,1
50.63a349.08,1
50.95,1
500,3
5000,1
5000000,2
500px,2
500v500h30v45h,2
500v500h90v45h,1
502,1
505356,1
50644,1
50px,1
50w,1
50x12,1
51,1
51,017,845,1
51.05,1
51.15,1
51.2,1
51.27,1
51.32,1
51.36,1
51.38,1
51.49,1
51.69,1
51.84z,1
51.98,1
510,1
513,1
515s,1
517,1
519,1
52,4
52.16v2.1c0,1
52.1c,1
52.26,1
52.262,2
52.375,2
52.38,1
52.38l9.66,1
52.4,1
52.43,1
52.46,1
52.62,1
52.63,1
52.7,1
52.71,1
52.8,1
523,1
52428800,1
527,1
52a27d,2
52h1.76c,1
52l,1
53,2
53.02,1
53.12,1
53.13z,1
53.18,1
53.1l72.57,1
53.2,1
53.23,2
53.29,1
53.54,1
53.68,1
53.7,1
53.78,1
53.7c3.36,1
530,1
530.1l48.33,1
535,1
54,2
54.01,1
54.01l,1
54.07,2
54.08c1.14,1
54.26m238.06,1
54.48,1
54.7m368.93,1
54.974,2
545h30v45h,3
545h90v45h,1
54l7.1,1
55,4
55.53,1
55.62,1
55.64,1
55.77c0,1
55.82a6.25,1
551,1
555,2
556af1a5,1
56.01,2
56.24,1
56.37c1.46,1
56.54,3
56.54c,1
56.55,1
56.55l5,2
56.5m19.98,1
56.65,1
56.86,1
56.92,1
5688,1
57,2
57.1,1
57.29,1
57.3,1
57.6,1
57.69,1
57.7,1
57.88,1
57986,1
58,6
58.04,1
58.16,2
58.16a449.08,1
58.26,1
58.26h22.72c27.75,1
58.28,1
58.33,1
58.43,1
58.6,1
58.72,1
58.75,1
58.9h20.38c21.38,1
584.47a298.36,1
584.5a299.18,1
58v,1
59,2
59.1,3
59.17,1
59.85,1
590,1
5900,1
592,1
593,1
594.5,2
594.92,2
595.37,2
5a,1
5e,1
5em,1
5f96d3,1
5g,1
5l2.4,1
5n,1
5pv,1
5q0,2
5uwwww,1
5v,3
5y,1
5?,1
5?,1
6,36
6.03,1
6.03l1.15.1c,1
6.06,1
6.13,3
6.14,3
6.15,1
6.16,1
6.19,1
6.2,1
6.22,1
6.22.6.63v2.2l,3
6.23,1
6.24,1
6.25,3
6.25.93,1
6.26,1
6.28,1
6.2h,1
6.2zm7.1,1
6.3,1
6.34,5
6.34.1,1
6.34.1l,1
6.37,1
6.4,1
6.46,2
6.5,1
6.53,1
6.53c,1
6.53l22.72,1
6.54.76,1
6.55,3
6.58,1
6.6,2
6.62,1
6.63,3
6.65,1
6.66,1
6.66.62,1
6.67,1
6.7,2
6.72,2
6.74,1
6.76.94,1
6.77,1
6.8,3
6.81,2
6.84,2
6.85,2
6.87,1
6.87.53,1
6.88,1
6.89,1
6.8m,1
6.9,3
6.93a5.67,1
6.95,1
6.96,1
6.97,2
6.98,1
60,3
60.19,1
60.25,1
60.8,1
60.94,2
603.56,1
608ab4,3
60px,2
61,1
61.04,1
61.21,1
61.28zm28.16,1
61.42q,1
61.55,1
61.93c0,1
61.96,1
612,1
614.14,1
614.17,2
614.4,1
615,1
615.16,1
62,6
62.26,1
62.31,1
62.4,1
62.4c85.61,1
62.5,1
62.5l,3
62.6,1
62.7,2
62.72,2
62.86,2
62.88,1
62.92c11.84.23,1
62.92c4.24,1
62.92zm279.2,1
62.9a6.14,1
621,1
626.23,1
628,1
62l2.08,2
62l2.1,2
62px,1
62vw,1
62zm23.2,1
63,4
63.1,1
63.5l,1
63.6,1
63.92,1
63.9l,1
633,1
63l2.2,1
64,3
64.1,1
64.22,1
64.57,1
64.7,2
64.78l,1
64.97,1
647.13,1
64d2v,1
64px,9
65,2
65.5,1
650,1
653,1
65c,1
66,1
66.02,1
66.03,1
66.05,1
66.06,1
66.18,1
66.22,1
66.42,1
66.45,1
66.6,1
66.9,1
66.96m200.06,1
66.97,1
6650,4
666666,1
667,1
67,2
67.1c,1
67.41,1
67.71,1
67.8a292.48,1
675,2
67jv,1
67vw,1
68.17c6.13,1
68.57z,1
68.58zm362.67,1
68.7,1
68.7.19,1
68.846,2
681.5,1
685,1
68px,1
69.28,1
69.43c6.02,1
69.53h26.34l63.31,1
69.68,1
69.83m26.17,1
69.87,1
6fa0d0,1
6g,1
6m,1
6ov?,1
6t,1
6uu,1
6v,1
6v17zm0,1
6y,1
7,59
7.02,1
7.07,1
7.1,3
7.16,2
7.17,4
7.18,1
7.2,1
7.2.08,1
7.23,1
7.26,3
7.27,1
7.28,4
7.2l,1
7.3,1
7.31,2
7.35,1
7.36,1
7.37,2
7.4,3
7.42,2
7.44,2
7.45z,1
7.47a324.65,1
7.48,1
7.5,2
7.52,1
7.53,2
7.56,2
7.58,1
7.6,2
7.61,1
7.62,1
7.63.04,1
7.65s,1
7.66,3
7.66zm8.4,1
7.68,1
7.69,2
7.7,4
7.7.2,1
7.72,2
7.72.3l,1
7.74,1
7.75,4
7.75zm416.42,1
7.76,1
7.8,1
7.81,1
7.84,1
7.86,1
7.87,2
7.89,1
7.8l23.07,1
7.8v15.92c0,1
7.9,3
7.93,1
7.94,1
7.95,1
7.97,1
7.98,2
7.9l11.62,1
7.9l2.1,1
70.4,1
70.71,2
70.78,1
706.6a736.2,1
709px,1
71,1
71.4,1
71.41.71.71,1
71.41a,1
71.43,1
71.66,1
71.67,1
72,7
72.04z,1
72.07,1
72.35,1
72.4,2
72.57,1
72.72,1
72.8,1
72.91m,1
72.95,1
726,3
72777d,5
72a,1
72a28.63,1
72m432,1
72q1.24,1
72t,1
72v,1
73,9
73.26,1
73.32z,1
73.33,1
73.33h,1
73.42,1
73.57,1
736.2,1
736.59,2
74,5
74.05,1
74.12,1
74.23,1
74.43c,1
74.45,1
745.12,1
746.6,2
7466,2
7478,1
74c6.8,1
74l,1
74v10a6.34,1
75,8
75.13,1
75.15m,1
75.25a9.41,1
75.44,1
75.56,1
75.62,1
75.63,1
75.77,1
750px,1
756.35,1
756.8,2
759,1
76,1
76.07h57.2z,1
76.08m12.66,1
76.33m45,1
76.97,1
763,1
766.28,1
767.77,1
768w,1
768x188,1
769,1
77.05,2
77.14,1
77.65,1
77.6a614.4,1
77.72,1
77.78,2
77.83,1
772.08,1
774,1
777,1
78,3
78.13,1
78.16m10.42,1
78.33,2
78.44,1
79,1
79.16c6.35,1
79.32,2
79.47l,1
79.56,1
79.79,2
79.84,1
79.92m,1
795.29,1
7ahe,1
7bbce5,2
7cext.tmh.thumbnail.styles,1
7cext.uls.pt,1
7cext.visualeditor.desktoparticletarget.noscript,1
7cext.wikimediabadges,1
7cmediawiki.legacy.commonprint,1
7cmediawiki.skinning.interface,1
7cmediawiki.ui.button,1
7croboto,1
7cskins.vector.styles,1
7cwikibase.client.init,1
7e,3
7f,1
7j,1
7j7,1
7p,2
7u,1
7uu,1
7xb,1
7zm,1
7?,1
8,85
8,0,1
8.01,1
8.02,2
8.04,1
8.05,1
8.07,2
8.12,1
8.14,2
8.16,1
8.17,1
8.2,2
8.21,1
8.22,1
8.23,1
8.23.09,1
8.24,1
8.24c,1
8.25l,1
8.26,2
8.28,1
8.3,3
8.32,2
8.32c,1
8.34,2
8.36,1
8.38,1
8.39,1
8.42,3
8.43,2
8.46,2
8.48,1
8.53,1
8.54,1
8.57,1
8.57.5,1
8.59,1
8.61,1
8.63,1
8.64,1
8.68,1
8.7,1
8.73l2.6.3,1
8.74,2
8.75,1
8.76,2
8.8,2
8.83,1
8.85,1
8.87a14.13,1
8.8c5.4,1
8.9,1
8.91,1
8.94,1
8.95,3
8.98,1
80,87
80.04,1
80.33,1
80.33a303.93,1
80.33h10a6.34,1
800,2
800c0,1
80_,8
80b,1
80k,2
80px,2
81,87
81.06l38.89,1
81.49,1
81.6,1
81inga,1
81k,2
81kumlapa,2
82,57
82.3,1
82.5,1
82.68,1
822,1
82_,4
82e,2
82owna_strona,2
82owny_bok,1
82v7.9l,1
83,86
83.33.83.84v1.98l,1
83.3c18.46,1
83.57,1
83.82,1
83.9,1
83_,1
83v7.86l,1
84,28
84.03,1
84.74,1
84.9,1
840px,1
84l2.9,1
84o_zajta,2
85,31
85.02,1
85.6zm,1
856,1
85_,1
85vw,1
86,17
86.17,1
86.35,1
86.8a55,1
87,20
87.4,1
87.75,2
870.86,1
872.35,1
87_,2
88,29
88.33,1
88.53,1
88.88,1
88_,3
88efpa,2
89,14
89.17,1
89.29,1
89.3,1
89.5,1
89.92,1
89c4ae,1
8a,21
8a_,2
8ag,1
8b,15
8b_,2
8bipali,2
8c,32
8c_,2
8d,66
8d_,3
8detna_strana,2
8dh,2
8diyis,1
8dp,2
8e,8
8e7650,1
8f,5
8f_,7
8h10a8,1
8h64a8,2
8j,1
8l,1
8m,1
8o,1
8rw,1
8t,1
8t?,1
8v,2
8v10a8,1
8v64a8,2
8w0??cb,1
8z,3
8??ru,1
9,35
9.07,1
9.1,4
9.13,2
9.14,1
9.14.67,1
9.16,1
9.18,1
9.2,1
9.21,1
9.24,2
9.24.73,1
9.26,3
9.27,2
9.3,1
9.36,1
9.36.2,1
9.36.2l,1
9.36h,1
9.37,1
9.41,1
9.44.54,2
9.47,3
9.5,1
9.6,1
9.67,1
9.68,1
9.71,1
9.72.73,1
9.73.24,1
9.76,2
9.77,2
9.79,1
9.81,2
9.86,1
9.91,1
9.92,1
9.95,1
9.96,1
9.99,1
90,37
90.08,1
90.22,1
90.23a216.89,1
90.23h333.88c334.76,1
90.36,1
90.6c8.99,1
90.72,1
900,8
902,2
909px,1
90_,1
90px,1
90v500zm120,1
90v500zm300,1
90z,2
91,20
91.16c4.62,1
91.5,1
91.8,1
91.86,1
91lap,2
92,9
92.1c2.33.1,1
92.8,1
92.83,1
92331f,1
93,24
93.43,1
93_,2
93afodtramet,2
93orgo,1
94,16
94.01,1
94.5,1
94.744,2
94.94,1
94042,1
941,4
943,1
94_,2
94l,1
94n_keu,1
95,20
95_,1
95k,2
96,30
96.5,1
96_,4
96eu,1
97,13
97.22zm,1
97.42,1
97rms_poslapis,1
98,11
98.58c17.42,1
98.8,1
98.9,1
980,1
980w,1
98558,2
9871,2
98_,4
99,16
99.25,1
99.34,1
99.7,1
99a,1
99ari,1
99hif,1
99ira,1
99zykowych,1
9a,15
9b,3
9b_,1
9b_f,1
9c,5
9c4029,1
9d,13
9do,2
9e,20
9f,20
9f_sahypa,1
9f_saife,1
9f_yaprak,1
9hx?,1
9nn,1
9p,1
9u,1
9w,1
9?q,1
_0,1
_2016,2
_9,1
_b,1
_blank,3
_d,1
_dd_20,2
_e,1
_gaq,2
_gaq.push,2
_i,1
_ir,2
_kerman,2
_o,1
_paq,2
_paq.push,4
_setaccount,1
_t,1
_trackpageview,1
_w,1
_z,1
a.async,1
a.src,1
a.type,1
a0,21
a0_,2
a0c0cf,1
a0ggina_principali,2
a0gina_principal,1
a0gina_printzipale,1
a0u,1
a0u_hi,1
a1,16
a1_str,2
a1_ya_libos,1
a1aaq_kanna,1
a1gina_prencipal,1
a1gina_principal,2
a1gina_prinsipal,1
a1gine,1
a1hina_prencipal,1
a1igina_percipal,2
a1jina_mahuluk,1
a1la:ovdasiidu,1
a1le,1
a1n,10
a1na_prin,2
a1nka,2
a1s,1
a2,13
a2_,1
a2l,1
a2la,1
a2nda_ya_ngudi,1
a2u,2
a3,7
a3n_ng,1
a3ndz,1
a4,107
a4_nz,1
a4_pamukha_patta,1
a4it,2
a4leht,1
a4lehtpol,1
a4rblad,1
a4sivu,1
a5,53
a5_,1
a5dje,1
a6,51
a7,31
a7_,2
a7d2be,1
a7ip,1
a7ua_princip,1
a8,29
a8_,7
a8dia:re,1
a8lh,2
a8u,2
a9,15
a9_,6
a9_garde,1
a9dia:accueil_principal,1
a9dia:p,2
a9dias,1
a9dn,1
aa,55
aa_,2
aak,2
aan_b,1
aaq,1
ab,24
ab.wikipedia.org,2
abd,1
abd5f5,6
abkhazian,1
abkk,1
ablau_muamua,1
about,18
absolute,1
abt_wu_nj,1
abxatl,2
ac,35
acceptable,1
accesskey,17
account,3
accueil,2
accueul,2
ace,4
ace.wikipedia.org,2
achinese,1
acomh,1
action,15
active,2
actual,2
acu,4
ad,32
ad604e,1
ad_naaltsoos,1
ad_strana,2
adapt,1
addclass,3
additional,3
address,4
adighabze,1
adnh,2
adomhleathanach,2
advantage,1
ady,3
ady.wikipedia.org,1
adyghe,1
ae,49
aeae4,1
af,38
af.wikipedia.org,2
af_,7
afaan,1
affected,1
affiliate,4
afodtramet,2
afrikaans,4
aft,1
after,3
ag,1
agree,1
ah,1
ai,1
ais,9
aj,1
ajax,1
ak,4
ak.wikipedia.org,2
akademichnaya,2
akan,3
al,3
albanian,1
alemannisch,4
aliaj,1
align,14
align:center,2
align:end,2
align:start,11
align:top,3
all,13
als,3
als.wikipedia.org,2
also,7
alt,30
alternate,42
am,4
am.wikipedia.org,2
amenzu,1
amharic,1
amount,2
amp,66
am?,1
an.wikipedia.org,2
ana,1
ana_s,1
analytics.com,1
anasayfa,4
android,2
ang,6
ang.wikipedia.org,2
animalia,1
animations,1
anoncontribs,1
anontalk,1
anonuserpage,1
anonymous,3
anqa,2
any,6
anyone,1
anything,1
ao,1
ao'i,1
ap,3
ap3,1
ape,2
api.php,5
app,13
app.css,1
apple,4
applicable,2
application,8
application_of_effective_technological_measures_by_users_of_cc,1
apply,3
appropriate,1
appropriate_credit_popup,1
apps,3
apr,1
april,1
aqv,1
ar,12
ar.wikipedia.org,2
arab,5
arabic,3
aragon,3
aragonese,1
aramaic,1
arapan,1
arapan_ya_bolong,1
arbitration,2
arc,4
arc.wikipedia.org,2
archipelagoes,1
architect,1
architects,1
architecture,1
ard,2
area,2
argument,1
ari,1
aria,22
arj,1
arm,2
armenian,1
aromanian,1
around,1
arpetan,1
arpitan,2
arrow,8
art,2
article,2
articles,7
artigos,1
artikel,1
aru,1
arz,4
arz.wikipedia.org,2
as.wikipedia.org,2
as:ralju,1
asa,1
asebtar,1
asebtar_amenzu,1
aside,4
asked,1
assamese,1
assets,2
ast,6
ast.wikipedia.org,2
asteroids,1
astronomy,1
asturian,1
asturianu,3
async,1
atikamekw,2
atj,3
atj.wikipedia.org,1
atlas,3
atom,4
attached,1
attr,1
attribute,2
attributed,1
attribution,13
attribution_help,1
attribution_icon_white_x2,1
au,2
audio,5
aug,1
august,1
auq,1
author,1
auto,6
autocomplete,1
autofocus,2
autonym,1
autres,1
av,6
av.wikipedia.org,2
ava,2
available,8
avar,1
avaric,1
avv?o,1
axa,1
axa_do_,1
ay,6
ay.wikipedia.org,2
ayisyen,2
aymar,2
aymara,1
az,9
az.wikipedia.org,2
azala,4
azb,6
azb.wikipedia.org,2
azerbaijani,2
a?,1
a?,1
a?,1
b,157
b.parentnode.insertbefore,1
b0,114
b0_,12
b0a,4
b1,43
b1_,3
b1stawi,1
b2,34
b2_,2
b2blad,1
b3,34
b3_,3
b3wna,2
b4,28
b4_starna,1
b4n_ng,1
b5,39
b6,13
b6ftsiet,2
b6n,1
b7,29
b8,49
b8_,2
b9,14
b9_,1
ba,40
ba.wikipedia.org,2
babban,1
babban_shafi,1
background,11
background:transparent,6
badge,6
badges,1
baew,2
bahasa,18
bahaso,2
bahsa,1
balkar,1
bamanankan,2
bambara,1
bandwidth,3
bangla,2
banjar,4
banner,17
banner__button,4
banner__cell,8
banner__close,16
banner__table,4
banyumasan,3
bar,10
bar.wikipedia.org,2
bas,1
bas_bet,1
basa,8
base,4
bashkir,1
baso,1
basque,1
bat,3
bavarian,1
bb,49
bb8,1
bb_,1
bbfa7c,3
bc,21
bc3,1
bc4,1
bcl,4
bcl.wikipedia.org,2
bd,69
bd_,6
bdi,324
be.wikipedia.org,2
be_,2
because,2
before,2
belarusian,2
belaruskaya,3
belief,1
below,1
best_practices_for_attribution,1
bet,1
between,1
bf,5
bf_,2
bg,11
bg.wikipedia.org,2
bh,8
bh.wikipedia.org,2
bhasa,1
bhojpuri,1
bi,4
bi.wikipedia.org,2
biggest,1
bikol,3
binisaya,2
biology,1
biquip,2
bishnupriya,2
bislama,3
bizaad,2
bj,1
bjn,7
bjn.wikipedia.org,2
bk,1
bk9,1
black.svg,1
blad,1
blank,1
block,2
blog,4
blue,2
bm,4
bm.wikipedia.org,2
bms,4
bms.wikipedia.org,2
bn,9
bn.wikipedia.org,2
bo,4
bo.wikipedia.org,2
boarisch,3
bod,1
body,22
bodycontent,1
bogga,2
bogga_hore,2
bok,1
bokm,2
bolong,1
boo,1
book,1
book_creator,1
bookcmd,1
bookshelf,10
bookshelves,5
bootstrap,2
bootstrap.min.css,1
bootstrap.min.js,1
border,26
bosanski,3
bosh,1
bosh_sahifa,1
bosnian,1
both,1
bottom,7
bou,1
box,23
bp,1
bpt?,1
bpy,4
bpy.wikipedia.org,2
bq,2
br,35
br.wikipedia.org,2
branding,1
breakpoint,1
breton,1
brezhoneg,3
browse,1
browsing,2
bs,7
bs.wikipedia.org,2
bsczi,2
bt,1
bug,4
bug.wikipedia.org,2
buginese,1
build,3
built,2
bulgarian,1
bulung,1
bungaliyo,1
buriat,1
burmese,1
buryad,1
button,39
button.png,1
bvyiisifek1dgmjrakycuhahrg32omucww7on3rydg4va,1
bwiema,1
bwiema_peij,1
bxr,4
bxr.wikipedia.org,2
bytes,3
byx,1
b?,1
b?,1
b?,1
c,62
c3,114
c4,25
c5,17
c8ccd1,4
c9,10
ca,18
ca.wikipedia.org,2
cabzz,1
cache,2
cached,1
cachereport,1
cactions,4
cal,4
calls,1
came,1
camera,1
campaign_id,1
can,9
cannot,1
canonical,2
cantonese,1
carefully,1
castellano,3
catal,8
catalan,2
categories,2
category,1
category:animalia,2
category:animations,2
category:archipelagoes,2
category:architecture,2
category:art,2
category:asteroids,2
category:astronomy,2
category:audio,4
category:audio_files,2
category:audio_files_of_music,1
category:audio_files_of_speeches,1
category:belief,2
category:biology,2
category:buildings,1
category:buildings_by_architect,1
category:chemical,1
category:chemical_engineering,1
category:chemistry,2
category:civil,1
category:civil_engineering,1
category:comets,2
category:commons,2
category:compositions,1
category:compositions_by_composer,1
category:continents,2
category:copyright,1
category:copyright_statuses,1
category:countries,2
category:country,1
category:country_subdivisions_by_country,1
category:creative,1
category:creative_commons_licenses,1
category:culture,2
category:diagrams,2
category:drawings,2
category:earth,3
category:earth_sciences,1
category:electrical,1
category:electrical_engineering,1
category:engineering,2
category:entertainment,2
category:environmental,1
category:environmental_engineering,1
category:events,2
category:flags,2
category:food,2
category:fossils,2
category:galaxies,2
category:geophysical,1
category:geophysical_engineering,1
category:gfdl,2
category:history,2
category:image,1
category:image_sources,1
category:images,5
category:images_from_encyclopedias,1
category:islands,2
category:landscapes,2
category:language,2
category:literature,2
category:maps,2
category:marine,1
category:marine_life,1
category:mathematics,2
category:mechanical,1
category:mechanical_engineering,1
category:media,1
category:media_from_scholarly_journals,1
category:medicine,2
category:music,2
category:natural,1
category:natural_satellites,1
category:nature,2
category:objects,2
category:oceans,2
category:outer,1
category:outer_space,1
category:paintings,3
category:paintings_by_painter,1
category:people,2
category:photographs,3
category:photographs_by_photographer,1
category:physics,2
category:places,2
category:planets,2
category:plantae,2
category:politics,2
category:process,1
category:process_engineering,1
category:pronunciation,2
category:public,1
category:public_domain,1
category:science,2
category:sculptures,1
category:sculptures_by_sculptor,1
category:self,2
category:society,2
category:spoken,1
category:spoken_wikipedia,1
category:sports,2
category:stars,2
category:symbols,2
category:technology,2
category:unidentified,2
category:unidentified_subjects,1
category:videos,4
category:weather,2
catlinks,4
cb,1
cbk,6
cc,57
cc.js,1
cc.logo.white,1
cc.logo.white.svg,1
cc.logo_,8
cc0,1
cc:license,1
cc:permits,3
cc:requires,3
cc_heart_x2,1
cc_icon_white_x2,1
ccc,1
cccccc,1
cd,1
cdata,6
cdnjs.cloudflare.com,1
cdo,6
cdo.wikipedia.org,2
ce,30
ce.wikipedia.org,2
ceb,6
ceb.wikipedia.org,2
cebuano,2
cellpadding,2
cellspacing,1
center,14
central,20
centralnotice,1
ce?,1
cf,9
ch,8
ch.wikipedia.org,2
challenge,4
challenges,2
challenges_open_for_submission,1
chamorro,1
chamoru,2
changes,6
changing,1
charset,4
chavacano,3
chechen,1
check,4
checkbox,2
checked,3
chefi,1
chefi_pagine,1
chemical,1
chemistry,1
cherokee,1
chest,3
chewa,1
cheyenne,1
chi,1
chichewa,1
child,2
children,1
chinese,7
chishona,2
chitumbuka,2
cho,3
cho.wikipedia.org,1
choctaw,2
choice_10_1_0,2
choice_10_1_1,2
choice_10_1_2,2
choice_10_1_3,2
choice_10_1_4,1
choose,1
chr,4
chr.wikipedia.org,2
church,1
chuvash,1
chy,4
chy.wikipedia.org,2
cifapad,4
circle,14
cite,4
city,1
civil,1
cj,1
ck,2
ckb,6
ckb.wikipedia.org,2
class,1264
class.js,1
classical,4
classical.wikipedia.org,2
clear,1
clear:both,8
click,3
client,3
clip,5
clip_,6
clippath,8
close,3
closest,1
co,5
co.wikipedia.org,2
code,1
code.jquery.com,1
codecs,1
col,15
coll,5
collaborative,1
collapse,4
collapsed,5
collapsible,3
collapsibleheader,5
collapsibletemplate,5
collection,1
colognian,1
colophon,1
color,40
color:transparent,6
column,3
comets,1
commercial,3
commercially,1
commons,96
commons.ico,1
commons.m.wikimedia.org,1
commons.name,1
commons.png,1
commons.slogan,1
commons.wikimedia.org,10
commons:community,1
commons:community_portal,2
commons:contact_us,1
commons:contributing,1
commons:contributing_your_own_work,1
commons:copyright,2
commons:featured,1
commons:featured_pictures,1
commons:feeds,2
commons:general,1
commons:general_disclaimer,1
commons:media,2
commons:media_help,1
commons:media_of_the_day,1
commons:meet,2
commons:meet_our_illustrators,1
commons:meet_our_photographers,1
commons:photo,2
commons:photo_challenge,2
commons:picture,3
commons:picture_of_the_day,1
commons:picture_of_the_year,1
commons:picture_requests,1
commons:quality,1
commons:quality_images,1
commons:reusing,2
commons:reusing_content_outside_wikimedia,2
commons:upload,1
commons:valued,1
commons:valued_images,1
commons:village_pump,1
commons:welcome,5
commonswiki:pcache:idhash,1
community,3
compat,1
compatible,1
compatiblelicenses,2
compendium,1
compensation,1
comply,1
composer,1
composers,1
condensed,1
conditions,3
connected,1
consider,2
considerations_for_licensors_and_licensees,1
contact,8
contained,1
container,25
content,73
contentinfo,2
contentsub,1
continents,1
contribute,3
contributing,1
contributions,2
contributors,1
controls,1
convert,5
converttitle,1
cookie,1
cookie_statement,1
cookiestatement,1
coordination,2
copy,1
copyright,6
copyrightico,1
core,1
corner,3
cornish,1
corsican,1
corsu,2
count,3
countries,1
country,1
counts,1
course,1
cpu,1
cputime,1
cr,4
cr.wikipedia.org,2
create,6
create_a_book,1
createaccount,1
created,2
creates,1
creating,1
creative,13
creativecommons,2
creativecommons.org,54
creator,2
credit,1
cree,1
creole,2
crh,4
crh.wikipedia.org,2
crimean,1
croatian,2
cross,1
crossorigin,4
crr,1
cs,11
cs.wikipedia.org,2
csb,4
csb.wikipedia.org,2
csrftoken,1
css,20
ct,1
ct9,1
cu,5
cu.wikipedia.org,2
cuengh,1
culos,1
cultural,1
culture,1
custom,8
cv,5
cv.wikipedia.org,2
cw,1
cx,12
cy,18
cy.wikipedia.org,2
cymraeg,4
cyrl,1
cz,1
czech,1
d,141
d.createelement,1
d.getelementsbytagname,1
d0,370
d1,196
d2,10
d3,18
d4,3
d5,13
d6,3
d6dde3,2
d7,33
d8,71
d8aba5,1
d8e,1
d9,72
da,24
da.wikipedia.org,2
daily,1
dali,1
danish,1
dansk,7
data,121
date,2
davvis,2
day,18
db,22
dc,14
dc:creator,1
dc:identifier,1
dc:title,2
dct:creator,1
dct:identifier,1
dct:title,2
dd,11
dd2,2
de,28
de'w,1
de.wikipedia.org,5
dealing,1
debug,6
dec,1
december,3
december_7,1
deed,38
deed.ar,1
deed.be,1
deed.bn,1
deed.ca,1
deed.cs,1
deed.da,1
deed.de,1
deed.el,1
deed.en,1
deed.eo,1
deed.es,1
deed.es_es,1
deed.eu,1
deed.fa,1
deed.fi,1
deed.fr,1
deed.gl,1
deed.hr,1
deed.hu,1
deed.id,1
deed.is,1
deed.it,1
deed.ja,1
deed.ko,1
deed.lt,1
deed.lv,1
deed.ms,1
deed.nl,1
deed.no,1
deed.pl,1
deed.pt,1
deed.pt_br,1
deed.ro,1
deed.sl,1
deed.sv,1
deed.tr,1
deed.uk,1
deed.zh,1
deed.zh_tw,1
deed3,1
deed4,2
default,3
defined,1
defs,8
degemer,4
deitsch,2
depth,3
derivative,2
derivativeworks,1
description,131
designated,2
desktop,1
destp,4
detailed_attribution_comparison_chart,1
details,1
deutsch,11
developers,2
development,1
device,1
devnations,1
df,3
dg2,1
dh,3
dhivehi,1
dhuilleag,2
di,3
di6,1
dia,4
dia:accueil,1
dia:p,2
dia:re,1
diagrams,1
dictionary,2
die,6
differences,1
din,5
din.wikipedia.org,1
dinka,1
diq,6
diq.wikipedia.org,2
dir,58
directory,2
disclaimer,7
disclaimer_popup,1
disclaimers,1
discussion,4
display,3
display:inline,128
display:none,7
displaying,1
distribute,1
distributing,1
distribution,1
div,855
divehi,1
dj,1
dje,1
dj?,1
dl,7
dma,1
dmy,1
dn,3
dns,2
do,6
do_creative_commons_licenses_affect_exceptions_and_limitations_to_copyright,1
doctype,2
document,4
document.cookie,1
document.createelement,2
document.documentelement.classname,1
document.documentelement.classname.replace,1
document.getelementbyid,1
document.getelementsbytagname,2
document.location.protocol,2
documentation,1
does,3
does_my_use_violate_the_noncommercial_clause_of_the_licenses,1
doing,2
dolnoserbski,2
domain,7
dome,1
donate,27
donate.js,1
donateforms,2
donation,7
donation.js,1
donations,2
dong,1
dorerin,2
doteli,1
double,1
down,4
download,5
dp,1
dr,2
drawings,1
dre,1
dsb,4
dsb.wikipedia.org,2
dt,14
dtd,3
dty,3
dty.wikipedia.org,1
duf,1
dura,1
durationhint,1
dutch,1
dv,6
dv.wikipedia.org,2
dvi,1
dyl,1
dynamic,1
dynasty,1
dz,4
dz.wikipedia.org,2
dzhudezmo,1
dzongkha,1
d?,1
d?,1
e,90
e.keycode,1
e.preventdefault,1
e0,356
e0e9ea,1
e1,126
e2,6
e3,29
e5,10
e7,6
e7c78d,1
e8,6
e9,12
e9cc9d,1
e9ddaf,1
e_,1
ea,2
ea.tracking.id,4
ea2,1
each,3
eaecf0,2
earlier,1
earth,2
eastern,1
eb,9
ec,8
ed,2
edit,5
edited,2
editions,1
editpage,1
edits,2
edittoken,1
edituri,1
ee,4
ee.wikipedia.org,2
eee,1
eesti,4
effective,1
efpa,2
egbe,2
egl,2
egyptian,1
eh9,1
el,21
el.wikipedia.org,2
el_primero_pagina,1
electrical,1
elements,2
elikhulu,1
elingundoqo,1
ell,2
else,1
elt,2
emait,2
embedded,1
emigli,1
emili,1
emiliano,1
eml,2
eml.wikipedia.org,2
empty,2
emptyportlet,2
en,64
en.wikibooks.org,3
en.wikinews.org,3
en.wikipedia.org,12
en.wikiquote.org,3
en.wikisource.org,3
en.wikiversity.org,3
en.wikivoyage.org,3
en.wiktionary.org,3
en:ennejma,1
en:kerman,1
en:seljuq,1
enablelinktracking,1
enciclop,2
enciclopedia,2
encoding,2
encouraged,2
encyclop,2
encyclopedia,5
encyclopedias,2
encyklopedia,2
endif,4
endorses,1
engineering,8
english,24
enj,1
ennejma,1
ennejma_ezzahra,1
entamu,2
entertainment,1
entities,1
entityaccesscount,1
entries,5
environmental,1
enzyklop,2
eo,12
eo.wikipedia.org,3
epab,1
eqt,1
equiv,3
